Sector Description,Registration Status,Municipality,Average Wage Men,Average Wage Women
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,ISTOG,216.52,276.55
Arsimi,Individual,FERIZAJ,167.89,177.35
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,SUHAREKË,272.5,230.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,VUSHTRRI,406.45,247.03
Arsimi,Individual,KLINË,159.63,156.67
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,FUSHË KOSOVË,564.22,612.87
Ndertimtaria,Individual,SKENDERAJ,303.03,281.09
"Aktivitetet profesionale, shkencore dhe teknike",Individual,RAHOVEC,237.91,217.58
Industria perpunuese,Individual,MALISHEVË,246.32,200.02
Aktivitetet financiare dhe te sigurimit,SH.P.K.,MITROVICË,193.86,208.22
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,556.62,270.94
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,FUSHË KOSOVË,180.0,170.0
Ndertimtaria,SH.P.K.,SUHAREKË,499.08,412.68
Informimi dhe komunikimi,SH.P.K.,PODUJEVË,565.59,346.34
Industria perpunuese,Individual,GJILAN,193.12,178.63
Aktivitetet financiare dhe te sigurimit,Individual,VUSHTRRI,430.78,355.65
Ndertimtaria,SH.P.K.,GRAÇANICË,817.19,520.74
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,RAHOVEC,236.36,250.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SHTIME,498.8,356.61
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,368.22,355.73
Industria perpunuese,SH.P.K.,ZUBIN POTOK,170.0,160.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,HANI I ELEZIT,400.0,440.0
Transporti dhe magazinimi,Shoqëri akcionare,GJAKOVË,380.3,303.08
Ndertimtaria,Individual,MALISHEVË,266.84,276.78
Bujqesia;Pylltaria dhe Peshkimi,Individual,PODUJEVË,226.33,223.99
Transporti dhe magazinimi,Individual,LIPJAN,217.33,223.2
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,FUSHË KOSOVË,253.84,328.15
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAÇANIK,232.86,211.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,OBILIQ,202.5,188.0
Aktivitetet e patundshmerise,SH.P.K.,PEJË,418.88,256.28
Ndertimtaria,Individual,ZUBIN POTOK,278.0,192.5
Akomodimi dhe sherbimi ushqimor,Individual,VITI,176.94,183.59
Aktivitetet e tjera sherbyese,Organizata Buxhetore,OBILIQ,257.24,316.51
Aktivitetet e tjera sherbyese,Individual,GJAKOVË,166.81,173.36
Transporti dhe magazinimi,SH.P.K.,MITROVICË,269.18,260.97
Aktivitetet e shendetit te njeriut dhe te punes sociale,Kompani e huaj,PRIZREN,557.14,324.97
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,SKENDERAJ,619.04,229.58
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,DRAGASH,444.8,300.0
Industria perpunuese,SH.P.K.,LEPOSAVIQ,172.22,185.0
Arsimi,Shoqëri akcionare,PRISHTINË,752.0,507.8
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,398.55,301.48
Ndertimtaria,Shoqëri akcionare,GJAKOVË,265.91,379.56
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,SKENDERAJ,304.88,232.87
Bujqesia;Pylltaria dhe Peshkimi,Individual,KAÇANIK,269.09,180.0
Industria perpunuese,Individual,PRISHTINË,238.28,255.94
Akomodimi dhe sherbimi ushqimor,SH.P.K.,VUSHTRRI,264.62,252.55
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,DRAGASH,306.06,316.85
Sherbimet administrative dhe mbeshtetese,SH.P.K.,FERIZAJ,428.3,484.62
Arsimi,Individual,SHTIME,198.17,174.66
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,352.67,269.51
Aktivitetet e tjera sherbyese,Individual,SHTIME,226.0,241.92
Arsimi,Individual,GLLOGOC,150.58,227.77
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,FUSHË KOSOVË,488.99,338.48
Arsimi,Individual,SHTIME,237.68,151.57
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MITROVICË VERIORE,210.0,425.0
Industria perpunuese,SH.P.K.,JUNIK,616.38,414.25
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RANILLUG,146.67,170.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,RAHOVEC,318.55,300.0
Aktivitetet e patundshmerise,Individual,PRISHTINË,514.15,372.65
Ndertimtaria,Individual,VITI,201.04,204.17
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,DRAGASH,280.03,280.64
"Artet, Argetimi dhe rekreacioni",Zyrë ndërlidhëse,GJAKOVË,351.88,385.35
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,GJILAN,598.64,579.62
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,FERIZAJ,606.26,352.63
Arsimi,Organizata Buxhetore,GJAKOVË,70.0,70.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VITI,170.83,236.02
Industria perpunuese,SH.P.K.,PODUJEVË,363.7,274.43
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,372.67,296.32
Mungon aktiviteti,SH.P.K.,SHTËRPCË,300.0,170.0
Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,GRAÇANICË,522.49,433.64
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GJAKOVË,375.98,316.41
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,SHTIME,185.0,263.89
Bujqesia;Pylltaria dhe Peshkimi,Individual,VITI,162.0,160.0
Bujqesia;Pylltaria dhe Peshkimi,Kooperativa Bujq.,PRISHTINË,200.0,200.0
Industria perpunuese,Ortakëria e përgj.,FERIZAJ,269.0,275.0
Industria perpunuese,Individual,NOVOBËRDË,192.0,147.5
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,302.25,296.8
Aktivitetet e tjera sherbyese,Individual,KAMENICË,208.6,210.0
"Artet, Argetimi dhe rekreacioni",Individual,ISTOG,257.0,404.42
Ndertimtaria,SH.P.K.,KAMENICË,342.72,320.32
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,NOVOBËRDË,250.0,250.0
"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,MITROVICË,363.21,395.18
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PODUJEVË,319.7,226.98
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,JUNIK,228.32,191.56
Ndertimtaria,SH.P.K.,ZVEÇAN,191.82,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,VITI,347.09,261.21
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KAMENICË,173.33,200.77
Aktivitetet financiare dhe te sigurimit,Individual,GLLOGOC,347.22,328.15
Aktivitetet e patundshmerise,SH.P.K.,GLLOGOC,210.0,220.0
Industria nxjerrese,SH.P.K.,PEJË,276.02,363.86
Ndertimtaria,SH.P.K.,LEPOSAVIQ,258.25,200.0
Bujqesia;Pylltaria dhe Peshkimi,Ndërmarrje shoq.,PRIZREN,314.29,428.57
Transporti dhe magazinimi,Individual,PRIZREN,248.12,218.78
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,GJAKOVË,772.87,584.8
Industria nxjerrese,SH.P.K.,LIPJAN,339.86,500.0
Transporti dhe magazinimi,Ndërmarrje shoq.,PRIZREN,473.69,412.72
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZUBIN POTOK,211.98,306.28
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ISTOG,312.05,266.44
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KAMENICË,167.44,173.33
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PODUJEVË,202.84,217.62
"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,PRISHTINË,364.21,187.5
Ndertimtaria,SH.P.K.,MITROVICË,420.87,321.22
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAÇANIK,207.7,190.0
Aktivitetet e tjera sherbyese,Individual,GLLOGOC,220.24,226.04
Industria perpunuese,SH.P.K.,GRAÇANICË,535.49,368.14
Industria nxjerrese,SH.P.K.,HANI I ELEZIT,567.94,472.12
"Artet, Argetimi dhe rekreacioni",Individual,GLLOGOC,215.8,271.98
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,359.38,273.5
Arsimi,Individual,PEJË,175.29,186.44
Industria perpunuese,SH.P.K.,KLLOKOT,457.05,288.81
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,FERIZAJ,415.02,556.03
Aktivitetet e tjera sherbyese,Individual,PRIZREN,239.63,242.81
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,VUSHTRRI,295.26,289.02
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PODUJEVË,200.0,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,FERIZAJ,297.62,234.9
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,523.93,468.61
Transporti dhe magazinimi,Shoqëri akcionare,OBILIQ,332.93,328.15
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FUSHË KOSOVË,348.31,287.04
Transporti dhe magazinimi,SH.P.K.,HANI I ELEZIT,381.35,351.16
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SKENDERAJ,397.93,304.02
Mungon aktiviteti,OJQ,KAMENICË,351.13,484.48
Aktivitetet e tjera sherbyese,SH.P.K.,GLLOGOC,200.0,150.0
Sherbimet administrative dhe mbeshtetese,SH.P.K.,KAMENICË,392.53,401.19
Arsimi,Ortakëria e përgj.,PRISHTINË,207.08,346.01
Transporti dhe magazinimi,SH.P.K.,DEÇAN,236.68,251.4
Aktivitetet e tjera sherbyese,Individual,GLLOGOC,187.5,182.46
Sherbimet administrative dhe mbeshtetese,Individual,GJILAN,287.59,208.4
Sherbimet administrative dhe mbeshtetese,Individual,RAHOVEC,275.0,291.67
Person Fizik,Person fizik,MALISHEVË,302.17,278.68
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,289.56,235.67
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GRAÇANICË,502.23,255.43
Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,201.12,216.52
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,DEÇAN,304.31,301.23
Arsimi,Individual,HANI I ELEZIT,170.0,200.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,GLLOGOC,336.92,301.71
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,NOVOBËRDË,253.33,380.0
Industria perpunuese,Individual,GJILAN,199.09,188.22
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,OJQ,GJAKOVË,379.99,517.23
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ISTOG,367.88,293.47
Informimi dhe komunikimi,SH.P.K.,HANI I ELEZIT,270.94,215.79
Arsimi,Organizata Buxhetore,PRISHTINË,664.33,485.25
Aktivitetet financiare dhe te sigurimit,Individual,PEJË,185.0,328.15
Akomodimi dhe sherbimi ushqimor,Individual,JUNIK,212.22,200.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,LEPOSAVIQ,179.09,175.56
Industria perpunuese,Ortakëria e përgj.,PRIZREN,288.12,239.82
Akomodimi dhe sherbimi ushqimor,Individual,VITI,173.19,186.09
"Artet, Argetimi dhe rekreacioni",SH.P.K.,LIPJAN,253.64,305.2
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ZUBIN POTOK,368.49,317.93
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,MITROVICË,215.79,170.0
Transporti dhe magazinimi,SH.P.K.,FUSHË KOSOVË,398.38,346.97
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FUSHË KOSOVË,480.01,429.14
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,PEJË,414.0,304.29
Sherbimet administrative dhe mbeshtetese,SH.P.K.,SHTËRPCË,300.0,264.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,MITROVICË,400.0,185.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,DEÇAN,479.3,338.68
Aktivitetet e tjera sherbyese,Individual,VITI,181.82,212.73
Akomodimi dhe sherbimi ushqimor,SH.P.K.,SHTËRPCË,178.77,185.78
Aktivitetet e patundshmerise,Shoqëri akcionare,PRISHTINË,469.47,441.93
Aktivitetet financiare dhe te sigurimit,SH.P.K.,GJAKOVË,200.91,193.27
Transporti dhe magazinimi,Shoqëri akcionare,FERIZAJ,321.62,396.28
Sherbimet administrative dhe mbeshtetese,Individual,VUSHTRRI,198.42,192.57
Person Fizik,Person fizik,ISTOG,247.22,243.54
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PODUJEVË,243.83,230.65
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PRIZREN,337.86,256.55
Akomodimi dhe sherbimi ushqimor,Individual,GLLOGOC,205.63,169.25
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,GRAÇANICË,682.84,455.67
Aktivitetet e tjera sherbyese,Ortakëria e përgj.,GJAKOVË,395.95,558.83
Industria nxjerrese,SH.P.K.,ISTOG,204.17,210.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PODUJEVË,267.0,299.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZVEÇAN,196.0,250.0
Ndertimtaria,SH.P.K.,SKENDERAJ,357.05,324.84
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PRISHTINË,444.06,343.72
Aktivitetet e tjera sherbyese,Individual,KAMENICË,205.0,180.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,HANI I ELEZIT,336.66,158.5
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRIZREN,377.74,430.0
Transporti dhe magazinimi,SH.P.K.,DEÇAN,266.85,342.7
Ndertimtaria,Individual,SKENDERAJ,360.47,313.55
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAMENICË,198.55,183.33
Sherbimet administrative dhe mbeshtetese,SH.P.K.,MITROVICË,354.68,221.5
Industria nxjerrese,SH.P.K.,DEÇAN,423.28,515.28
Mungon aktiviteti,Organizata Buxhetore,PEJË,70.0,200.0
Arsimi,Ortakëria e përgj.,LIPJAN,479.78,383.47
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PEJË,276.3,282.61
Person Fizik,Person fizik,SUHAREKË,412.24,322.55
Person Fizik,Person fizik,KLLOKOT,185.71,187.5
Mungon aktiviteti,Kompani e huaj,PEJË,408.33,308.33
Aktivitetet e tjera sherbyese, Bashkësi Fetare,FUSHË KOSOVË,398.04,220.0
Industria perpunuese,Shoqëri akcionare,ISTOG,749.74,389.87
Akomodimi dhe sherbimi ushqimor,Individual,KAMENICË,179.46,181.3
Mungon aktiviteti,OJQ,PEJË,358.21,303.44
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GRAÇANICË,251.82,364.76
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,OBILIQ,559.66,220.06
Informimi dhe komunikimi,SH.P.K.,GLLOGOC,307.04,262.5
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,DEÇAN,254.73,429.33
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GLLOGOC,269.37,257.35
Transporti dhe magazinimi,SH.P.K.,HANI I ELEZIT,401.7,368.85
Ndertimtaria,Individual,OBILIQ,284.77,264.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Kompani e huaj,PRIZREN,543.12,442.52
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRIZREN,366.21,342.8
"Aktivitetet profesionale, shkencore dhe teknike",Individual,OBILIQ,239.63,215.79
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAMENICË,309.02,216.29
Akomodimi dhe sherbimi ushqimor,Individual,FUSHË KOSOVË,238.8,222.13
Industria nxjerrese,Individual,FERIZAJ,283.33,170.0
Mungon aktiviteti, Bashkësi Fetare,GJILAN,472.76,193.33
Mungon aktiviteti,OJQ,LEPOSAVIQ,364.29,219.05
Akomodimi dhe sherbimi ushqimor,SH.P.K.,FUSHË KOSOVË,288.04,280.87
"Artet, Argetimi dhe rekreacioni",SH.P.K.,ISTOG,200.0,200.0
Aktivitetet e tjera sherbyese,OJQ,GRAÇANICË,359.86,315.01
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KLINË,244.19,207.45
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,ISTOG,204.89,287.26
"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,194.0,175.0
Person Fizik,Person fizik,MITROVICË,238.33,236.6
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LEPOSAVIQ,215.05,210.0
Aktivitetet e trupave dhe organizatave nderkombetare,OJQ,GJAKOVË,623.69,480.37
Sherbimet administrative dhe mbeshtetese,Individual,LIPJAN,190.0,188.12
Arsimi,SH.P.K.,GLLOGOC,140.0,181.43
Person Fizik,Person fizik,DEÇAN,515.2,342.42
Ndertimtaria,SH.P.K.,KLLOKOT,337.93,391.67
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,ISTOG,412.05,333.16
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,497.66,377.1
"Artet, Argetimi dhe rekreacioni",SH.P.K.,DEÇAN,250.0,200.0
Informimi dhe komunikimi,SH.P.K.,LIPJAN,456.35,291.31
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,LIPJAN,290.82,252.63
Industria perpunuese,SH.P.K.,ISTOG,489.47,305.4
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PRIZREN,276.67,459.82
Informimi dhe komunikimi,Individual,RAHOVEC,375.32,206.67
Industria perpunuese,SH.P.K.,NOVOBËRDË,218.68,198.33
Mungon aktiviteti,OJQ,VITI,137.5,208.75
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,ISTOG,542.5,259.5
Arsimi,OJQ,FERIZAJ,215.0,160.0
Aktivitetet e patundshmerise,Ndërmarrje shoq.,MITROVICË,428.57,428.57
Industria perpunuese,SH.P.K.,KLLOKOT,448.37,304.92
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,MITROVICË,215.27,163.6
Sherbimet administrative dhe mbeshtetese,Shoqëri akcionare,OBILIQ,573.32,482.2
Ndertimtaria,SH.P.K.,RAHOVEC,381.79,500.04
Akomodimi dhe sherbimi ushqimor,SH.P.K.,FUSHË KOSOVË,321.71,299.7
Transporti dhe magazinimi,Ortakëria e përgj.,PRISHTINË,220.63,331.44
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRIZREN,228.75,180.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,HANI I ELEZIT,345.71,100.0
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,GRAÇANICË,215.79,180.0
Aktivitetet e tjera sherbyese,OJQ,KLINË,121.2,130.54
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,LEPOSAVIQ,255.0,228.57
Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,191.13,197.18
Informimi dhe komunikimi,Individual,LIPJAN,170.0,182.9
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RANILLUG,303.33,350.0
Akomodimi dhe sherbimi ushqimor,Individual,GJAKOVË,181.56,192.01
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,LIPJAN,475.84,398.76
Aktivitetet financiare dhe te sigurimit,Individual,PODUJEVË,170.0,250.0
Aktivitetet e tjera sherbyese,OJQ,GLLOGOC,404.76,305.25
Person Fizik,Person fizik,GLLOGOC,364.34,242.77
Industria nxjerrese,SH.P.K.,SHTIME,296.37,326.28
Person Fizik,Person fizik,SKENDERAJ,250.0,221.11
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,JUNIK,213.29,195.56
Bujqesia;Pylltaria dhe Peshkimi,Individual,SKENDERAJ,196.4,170.49
Transporti dhe magazinimi,Shoqëri akcionare,RAHOVEC,304.38,242.5
Industria perpunuese,SH.P.K.,MALISHEVË,327.6,257.22
Ndertimtaria,Individual,NOVOBËRDË,215.79,170.0
Industria perpunuese,SH.P.K.,KAÇANIK,448.13,311.12
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,SUHAREKË,120.0,200.0
Transporti dhe magazinimi,Shoqëri akcionare,GJAKOVË,382.22,314.36
Transporti dhe magazinimi,Individual,HANI I ELEZIT,604.13,200.0
Aktivitetet financiare dhe te sigurimit,SH.P.K.,GJAKOVË,200.91,202.3
Aktivitetet e tjera sherbyese,OJQ,DRAGASH,312.5,395.0
Arsimi,SH.P.K.,GRAÇANICË,425.0,439.17
"Artet, Argetimi dhe rekreacioni",Organizata Buxhetore,PRISHTINË,391.4,222.34
Transporti dhe magazinimi,Individual,DRAGASH,213.33,186.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,KAÇANIK,201.67,177.5
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,FUSHË KOSOVË,472.31,438.27
Mungon aktiviteti, Bashkësi Fetare,VUSHTRRI,448.1,158.33
"Artet, Argetimi dhe rekreacioni",SH.P.K.,MALISHEVË,769.45,200.0
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,LIPJAN,170.0,170.0
Aktivitetet financiare dhe te sigurimit,Individual,KLINË,396.28,350.0
Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,188.36,191.43
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Odat,PRISHTINË,192.79,189.21
Industria nxjerrese,SH.P.K.,RAHOVEC,338.08,288.46
Aktivitetet e tjera sherbyese,OJQ,NOVOBËRDË,247.96,294.87
Aktivitetet e tjera sherbyese, Bashkësi Fetare,FUSHË KOSOVË,566.16,320.0
Aktivitetet e tjera sherbyese,Ortakëria e përgj.,PRISHTINË,231.61,240.05
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KAÇANIK,233.1,222.09
Sherbimet administrative dhe mbeshtetese,Individual,ISTOG,354.67,223.45
Ndertimtaria,SH.P.K.,SKENDERAJ,469.93,328.42
Sherbimet administrative dhe mbeshtetese,Individual,GLLOGOC,260.87,269.88
Sherbimet administrative dhe mbeshtetese,Individual,PRIZREN,242.99,225.32
Aktivitetet financiare dhe te sigurimit,SH.P.K.,LIPJAN,170.0,170.0
Person Fizik,Person fizik,KLINË,309.19,299.61
Ndertimtaria,Individual,LIPJAN,249.81,229.29
Informimi dhe komunikimi,Ortakëria e përgj.,PRISHTINË,463.57,343.25
Arsimi,Individual,SUHAREKË,191.33,217.78
Bujqesia;Pylltaria dhe Peshkimi,Individual,PARTESH,130.0,30.0
Aktivitetet e tjera sherbyese, Bashkësi Fetare,RAHOVEC,554.29,120.0
Transporti dhe magazinimi,Individual,GRAÇANICË,170.0,130.0
Transporti dhe magazinimi,Individual,VITI,253.0,325.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,GJAKOVË,289.44,302.39
Aktivitetet financiare dhe te sigurimit,Individual,VITI,232.0,249.82
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SKENDERAJ,184.23,200.0
Aktivitetet financiare dhe te sigurimit,Individual,PRIZREN,338.75,266.45
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ISTOG,447.0,404.43
Akomodimi dhe sherbimi ushqimor,SH.P.K.,MALISHEVË,218.11,180.0
Akomodimi dhe sherbimi ushqimor,Individual,HANI I ELEZIT,190.91,325.0
Industria nxjerrese,Individual,MALISHEVË,250.82,220.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,MITROVICË,377.83,182.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,OBILIQ,279.47,225.88
Sherbimet administrative dhe mbeshtetese,SH.P.K.,FERIZAJ,382.18,550.88
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,408.69,303.23
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,PEJË,233.43,209.25
Informimi dhe komunikimi,Ndërmarrje shoq.,PRISHTINË,397.74,403.65
Bujqesia;Pylltaria dhe Peshkimi,Individual,RAHOVEC,185.41,177.19
